name,salary_from,salary_to,salary_currency,area_name,published_at
Электромонтер по испытаниям и измерениям 5 разряд,145000,,RUR,Братск,2022-12-12T08:36:45+0300
Разработчик Python и SQL,60000,,RUR,Владивосток,2022-12-12T03:44:01+0300
Старший консультант/аналитик Галактика,,,,Москва,2022-12-12T11:33:24+0300
Менеджер (по сопровождению информационных систем),200000,,KZT,Астана,2022-12-12T11:41:23+0300
Менеджер продукта (Товарный каталог),,,,Москва,2022-12-12T11:45:41+0300
C++ developer,,,,Санкт-Петербург,2022-12-12T09:27:07+0300
Главный корпоративный архитектор,,,,Москва,2022-12-12T10:27:26+0300
Мастер СТО,100000,,RUR,Санкт-Петербург,2022-12-12T11:50:54+0300
Инженер-программист (ОГТ),75000,,RUR,Екатеринбург,2022-12-12T06:28:19+0300
Технический директор,110000,110000,RUR,Рязань,2022-12-12T11:59:20+0300
Механик по ремонту ДСТ,80000,150000,RUR,Москва,2022-12-12T11:35:35+0300
Специалист технической поддержки,,32000,RUR,Санкт-Петербург,2022-12-12T01:00:42+0300
Оператор оборудования на производство металлоконструкций,,90000,RUR,Самара,2022-12-12T09:25:13+0300
Руководитель ИТ,,,,Хабаровск,2022-12-12T02:11:34+0300
Финансовый контролер SAP CO,,,,Москва,2022-12-12T09:46:37+0300
Программист 1С,50000,50000,RUR,Владимир,2022-12-12T10:59:56+0300
Заведующий гаражом,200000,230000,KZT,Алматы,2022-12-12T08:29:11+0300
Арт директор / Руководитель отдела,,,,Саратов,2022-12-12T09:30:39+0300
Системный администратор,55000,,RUR,Челябинск,2022-12-12T06:45:52+0300
Product manager,,,,Москва,2022-12-12T10:13:23+0300
Руководитель проектов,,,,Москва,2022-12-12T08:54:09+0300
Системный аналитик,120000,,RUR,Санкт-Петербург,2022-12-12T10:34:09+0300
Обозреватель СМИ,23000,36000,RUR,Казань,2022-12-12T11:19:50+0300
Middle Mobile QA,,,,Караганда,2022-12-12T07:15:30+0300
Программист 1С,,,,Москва,2022-12-12T09:07:25+0300
Токарь,120000,,RUR,Уфа,2022-12-12T09:37:27+0300
Бизнес-аналитик,,,,Москва,2022-12-12T10:01:45+0300
QA Engineer в команду автоматизации ML-процессов,,,,Москва,2022-12-12T11:00:32+0300
Инженер сервисного центра,50000,,RUR,Иркутск,2022-12-12T10:10:09+0300
DevOps Инженер,350000,,RUR,Москва,2022-12-12T09:34:00+0300
Специалист отдела ИТ,70000,70000,RUR,Новокузнецк,2022-12-12T10:31:19+0300
Программист SQL,150000,,RUR,Москва,2022-12-12T10:01:21+0300
Дизайнер,900,,BYR,Могилев,2022-12-12T11:40:01+0300
Менеджер проектов,40000,55000,RUR,Самара,2022-12-12T11:20:12+0300
Заправщик картриджей\Специалист по ремонту оргтехники,120000,180000,KZT,Караганда,2022-12-12T10:04:38+0300
Инженер-программист,37000,63000,RUR,Псков,2022-12-12T09:35:31+0300
Младший инженер технической поддержки,,,,Москва,2022-12-12T09:29:21+0300
Python developer (computer vision backend),3000,,EUR,Кипр,2022-12-12T10:15:43+0300
Разработчик прикладной серверной инфраструктуры (C#),,,,Москва,2022-12-12T11:48:22+0300
Java-разработчик,,,,Пермь,2022-12-12T10:25:50+0300
Наладчик по обслуживанию и ремонту оборудования,40000,65000,RUR,Орел,2022-12-12T10:53:17+0300
Техник абонентской группы,26000,33000,RUR,Уфа,2022-12-12T07:44:21+0300
Web-разработчик,60000,80000,RUR,Краснодар,2022-12-12T00:37:55+0300
Руководитель проекта (разработка программного обеспечения),,,,Москва,2022-12-12T11:07:37+0300
"Механик по ремонту оборудования (линии ПЭТ, стекло)",50000,,RUR,Краснодар,2022-12-12T09:09:34+0300
C# Developer,,350000,RUR,Москва,2022-12-12T11:02:38+0300
Начальник отдела разработки ПО / Технический директор,,,,Москва,2022-12-12T10:10:29+0300
Специалист технической поддержки (Кредитное Бюро Русский Стандарт),,,,Москва,2022-12-12T10:16:09+0300
Системный администратор,70000,,RUR,Санкт-Петербург,2022-12-12T10:00:50+0300
Оператор автоматических и полуавтоматических линий станков и установок,35000,,RUR,Ульяновск,2022-12-12T06:51:21+0300
Руководитель проекта (системы электроснабжения),,,,Москва,2022-12-12T09:53:24+0300
UX дизайнер,,,,Якутск,2022-12-12T09:32:47+0300
Эксперт по аналитике и развитию продаж,,,,Бишкек,2022-12-12T08:05:51+0300
Разработчик Ruby On Rails (удаленно),150000,,RUR,Москва,2022-12-12T11:07:48+0300
Бизнес-аналитик,,80500,RUR,Самара,2022-12-12T09:17:54+0300
Техлид системного анализа,,,,Москва,2022-12-12T09:56:04+0300
Оператор станков (металлообработка),45000,60000,RUR,Челябинск,2022-12-12T07:23:18+0300
Программист,25000,,RUR,Новоалтайск,2022-12-12T04:57:18+0300
Токарь,55000,,RUR,Альметьевск,2022-12-12T09:33:26+0300
Системный аналитик,,,,Москва,2022-12-12T10:23:26+0300
Менеджер проектов,,,,Москва,2022-12-12T08:44:27+0300
UI/UX Mobile Designer,,,,Минск,2022-12-12T11:13:21+0300
Руководитель проекта,,,,Чебоксары,2022-12-12T08:40:29+0300
Менеджер проектов в команду Авито Услуги,,,,Москва,2022-12-12T10:26:57+0300
Бизнес аналитик,,150000,RUR,Москва,2022-12-12T11:06:23+0300
Python-разработчик в «Госуслуги.Культура»,,270000,RUR,Москва,2022-12-12T11:34:38+0300
Руководитель по e-commerce,,,,Алматы,2022-12-12T10:39:08+0300
Аналитик данных (Tableau),,,,Москва,2022-12-12T09:55:11+0300
Механик,207000,310000,KZT,Костанай,2022-12-12T05:43:01+0300
WEB-программист,,,,Саратов,2022-12-12T08:19:25+0300
Инженер-программист,,,,Оренбург,2022-12-12T06:07:11+0300
"Продакт-менеджер, женская одежда (удаленно)",55000,,RUR,Воронеж,2022-12-12T06:07:51+0300
QA Automation Engineer,,,,Москва,2022-12-12T09:24:53+0300
Специалист по планированию производства,75000,,RUR,Химки,2022-12-12T08:56:24+0300
Data Engineer (Junior),70000,,RUR,Владивосток,2022-12-12T03:30:05+0300
Рабочий по комплексному обслуживанию зданий,24000,26000,RUR,Новокузнецк,2022-12-12T03:31:40+0300
Project-manager,,,,Санкт-Петербург,2022-12-12T10:17:50+0300
Специалист технической поддержки,32000,45000,RUR,Чебоксары,2022-12-12T11:23:43+0300
Главный инженер эксплуатации систем мониторинга,,,,Нижний Новгород,2022-12-12T10:28:42+0300
Помощник системного администратора,45000,,RUR,Владивосток,2022-12-12T03:44:00+0300
Токарь/оператор станка с ЧПУ,50000,60000,RUR,Красноярск,2022-12-12T06:51:41+0300
Разработчик React Native,,,,Москва,2022-12-12T08:24:10+0300
Системный администратор,32000,38000,RUR,Новая Усмань,2022-12-12T09:36:31+0300
Менеджер по развитию бизнеса ИТ (периферия к ПК),580000,,KZT,Алматы,2022-12-12T06:39:14+0300
Fullstack разработчик,,,,Москва,2022-12-12T10:32:26+0300
Младший системный администратор,70000,,RUR,Москва,2022-12-12T10:21:59+0300
Frontend-Разработчик (Личный кабинет мерчанта),,,,Москва,2022-12-12T11:46:03+0300
Senior Backend Developer / Java-разработчик,,,,Москва,2022-12-12T10:24:11+0300
QA инженер (группа разработки оформления заказа и личного кабинета покупателя),,,,Москва,2022-12-12T11:00:36+0300
Product Owner (Recommerce),,,,Москва,2022-12-12T08:41:19+0300
Техник по подключению,55000,,RUR,Челябинск,2022-12-12T08:29:52+0300
Системный администратор Windows,,,,Казань,2022-12-12T09:00:39+0300
Инженер связи,65000,,RUR,Новосибирск,2022-12-12T07:37:02+0300
Электроник,30000,34000,RUR,Сочи,2022-12-12T09:28:27+0300
Менеджер по продукту (подсолнечник),,,,Ростов-на-Дону,2022-12-12T11:09:59+0300
Back-end разработчик,,,,Якутск,2022-12-12T05:14:16+0300
Инженер-программист,100000,,RUR,Калуга,2022-12-12T11:46:23+0300
Сверловщик,70000,,RUR,Уфа,2022-12-12T11:40:13+0300
Наладчик-оператор станков и манипуляторов с ЧПУ,66331,,RUR,Киров (Кировская область),2022-12-12T11:00:42+0300
Инженер технической поддержки клиентов,50000,,RUR,Москва,2022-12-12T11:07:58+0300
